num_trips,relative_humidity_2m,apparent_temperature,year,month,day,hour,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
30381,71,-5,2021,1,1,0,1,0,0,0,0,0,0
35784,75,-5,2021,1,1,1,1,0,0,0,0,0,0
33147,80,-5,2021,1,1,2,1,0,0,0,0,0,0
26165,84,-6,2021,1,1,3,1,0,0,0,0,0,0
16867,85,-6,2021,1,1,4,1,0,0,0,0,0,0
12323,87,-6,2021,1,1,5,1,0,0,0,0,0,0
9658,87,-6,2021,1,1,6,1,0,0,0,0,0,0
9439,88,-5,2021,1,1,7,1,0,0,0,0,0,0
8425,89,-5,2021,1,1,8,1,0,0,0,0,0,0
7931,78,-3,2021,1,1,9,1,0,0,0,0,0,0
9002,70,-2,2021,1,1,10,1,0,0,0,0,0,0
10369,65,-1,2021,1,1,11,1,0,0,0,0,0,0
11617,64,-1,2021,1,1,12,1,0,0,0,0,0,0
13504,62,0,2021,1,1,13,1,0,0,0,0,0,0
15461,63,0,2021,1,1,14,1,0,0,0,0,0,0
17373,68,0,2021,1,1,15,1,0,0,0,0,0,0
19072,74,0,2021,1,1,16,1,0,0,0,0,0,0
19148,77,0,2021,1,1,17,1,0,0,0,0,0,0
18173,82,-1,2021,1,1,18,1,0,0,0,0,0,0
19305,93,-1,2021,1,1,19,1,0,0,0,0,0,0
16908,94,-2,2021,1,1,20,1,0,0,0,0,0,0
16462,95,-1,2021,1,1,21,1,0,0,0,0,0,0
16177,96,0,2021,1,1,22,1,0,0,0,0,0,0
14195,97,-1,2021,1,1,23,1,0,0,0,0,0,0
11024,97,0,2021,1,2,0,0,0,1,0,0,0,0
7399,97,0,2021,1,2,1,0,0,1,0,0,0,0
5225,98,1,2021,1,2,2,0,0,1,0,0,0,0
3938,98,2,2021,1,2,3,0,0,1,0,0,0,0
3637,99,2,2021,1,2,4,0,0,1,0,0,0,0
4367,99,2,2021,1,2,5,0,0,1,0,0,0,0
6612,97,2,2021,1,2,6,0,0,1,0,0,0,0
8394,98,1,2021,1,2,7,0,0,1,0,0,0,0
9578,94,0,2021,1,2,8,0,0,1,0,0,0,0
11124,84,1,2021,1,2,9,0,0,1,0,0,0,0
12753,77,3,2021,1,2,10,0,0,1,0,0,0,0
14795,74,4,2021,1,2,11,0,0,1,0,0,0,0
16705,70,4,2021,1,2,12,0,0,1,0,0,0,0
18585,61,3,2021,1,2,13,0,0,1,0,0,0,0
19718,60,2,2021,1,2,14,0,0,1,0,0,0,0
20613,59,2,2021,1,2,15,0,0,1,0,0,0,0
21188,62,0,2021,1,2,16,0,0,1,0,0,0,0
22589,66,-1,2021,1,2,17,0,0,1,0,0,0,0
22107,69,-1,2021,1,2,18,0,0,1,0,0,0,0
21135,71,0,2021,1,2,19,0,0,1,0,0,0,0
18807,73,-1,2021,1,2,20,0,0,1,0,0,0,0
17594,75,-2,2021,1,2,21,0,0,1,0,0,0,0
18386,76,-2,2021,1,2,22,0,0,1,0,0,0,0
16145,81,-3,2021,1,2,23,0,0,1,0,0,0,0
13021,85,-3,2021,1,3,0,0,0,0,1,0,0,0
10153,86,-4,2021,1,3,1,0,0,0,1,0,0,0
7504,87,-4,2021,1,3,2,0,0,0,1,0,0,0
5780,83,-5,2021,1,3,3,0,0,0,1,0,0,0
4771,84,-5,2021,1,3,4,0,0,0,1,0,0,0
5007,85,-5,2021,1,3,5,0,0,0,1,0,0,0
6836,84,-5,2021,1,3,6,0,0,0,1,0,0,0
8077,82,-3,2021,1,3,7,0,0,0,1,0,0,0
8278,81,-2,2021,1,3,8,0,0,0,1,0,0,0
10213,79,-2,2021,1,3,9,0,0,0,1,0,0,0
14208,83,-2,2021,1,3,10,0,0,0,1,0,0,0
14669,94,-2,2021,1,3,11,0,0,0,1,0,0,0
15054,95,-1,2021,1,3,12,0,0,0,1,0,0,0
15835,92,-2,2021,1,3,13,0,0,0,1,0,0,0
17263,93,-1,2021,1,3,14,0,0,0,1,0,0,0
18338,94,-1,2021,1,3,15,0,0,0,1,0,0,0
19738,96,0,2021,1,3,16,0,0,0,1,0,0,0
19071,96,0,2021,1,3,17,0,0,0,1,0,0,0
18711,96,0,2021,1,3,18,0,0,0,1,0,0,0
16742,96,-2,2021,1,3,19,0,0,0,1,0,0,0
14722,97,-2,2021,1,3,20,0,0,0,1,0,0,0
12911,97,-2,2021,1,3,21,0,0,0,1,0,0,0
12460,96,-2,2021,1,3,22,0,0,0,1,0,0,0
10541,96,-2,2021,1,3,23,0,0,0,1,0,0,0
7634,97,-2,2021,1,4,0,0,1,0,0,0,0,0
4563,98,-3,2021,1,4,1,0,1,0,0,0,0,0
2870,98,-3,2021,1,4,2,0,1,0,0,0,0,0
2420,97,-3,2021,1,4,3,0,1,0,0,0,0,0
3185,95,-3,2021,1,4,4,0,1,0,0,0,0,0
5908,94,-3,2021,1,4,5,0,1,0,0,0,0,0
10974,94,-3,2021,1,4,6,0,1,0,0,0,0,0
17348,91,-2,2021,1,4,7,0,1,0,0,0,0,0
22248,89,-2,2021,1,4,8,0,1,0,0,0,0,0
18345,88,-2,2021,1,4,9,0,1,0,0,0,0,0
16070,84,-1,2021,1,4,10,0,1,0,0,0,0,0
15141,77,0,2021,1,4,11,0,1,0,0,0,0,0
15566,71,1,2021,1,4,12,0,1,0,0,0,0,0
16754,67,2,2021,1,4,13,0,1,0,0,0,0,0
19229,64,3,2021,1,4,14,0,1,0,0,0,0,0
19233,63,3,2021,1,4,15,0,1,0,0,0,0,0
18971,67,2,2021,1,4,16,0,1,0,0,0,0,0
21093,73,1,2021,1,4,17,0,1,0,0,0,0,0
19203,74,0,2021,1,4,18,0,1,0,0,0,0,0
16649,82,0,2021,1,4,19,0,1,0,0,0,0,0
13467,84,-1,2021,1,4,20,0,1,0,0,0,0,0
11948,86,-1,2021,1,4,21,0,1,0,0,0,0,0
11821,86,-1,2021,1,4,22,0,1,0,0,0,0,0
9848,84,-1,2021,1,4,23,0,1,0,0,0,0,0
7109,83,-1,2021,1,5,0,0,0,0,0,0,1,0
4677,84,-1,2021,1,5,1,0,0,0,0,0,1,0
3065,83,-2,2021,1,5,2,0,0,0,0,0,1,0
2505,84,-2,2021,1,5,3,0,0,0,0,0,1,0
2891,84,-2,2021,1,5,4,0,0,0,0,0,1,0
5495,85,-2,2021,1,5,5,0,0,0,0,0,1,0
10499,85,-3,2021,1,5,6,0,0,0,0,0,1,0
16657,82,-1,2021,1,5,7,0,0,0,0,0,1,0
21880,82,-1,2021,1,5,8,0,0,0,0,0,1,0
18728,80,-1,2021,1,5,9,0,0,0,0,0,1,0
16663,74,0,2021,1,5,10,0,0,0,0,0,1,0
15821,69,0,2021,1,5,11,0,0,0,0,0,1,0
16664,66,0,2021,1,5,12,0,0,0,0,0,1,0
18000,64,1,2021,1,5,13,0,0,0,0,0,1,0
19796,63,1,2021,1,5,14,0,0,0,0,0,1,0
20573,63,0,2021,1,5,15,0,0,0,0,0,1,0
20846,66,0,2021,1,5,16,0,0,0,0,0,1,0
22858,69,0,2021,1,5,17,0,0,0,0,0,1,0
21034,76,0,2021,1,5,18,0,0,0,0,0,1,0
18535,77,-1,2021,1,5,19,0,0,0,0,0,1,0
15164,75,-1,2021,1,5,20,0,0,0,0,0,1,0
13587,78,-1,2021,1,5,21,0,0,0,0,0,1,0
12925,81,-2,2021,1,5,22,0,0,0,0,0,1,0
10714,82,-3,2021,1,5,23,0,0,0,0,0,1,0
7846,85,-4,2021,1,6,0,0,0,0,0,0,0,1
4829,86,-3,2021,1,6,1,0,0,0,0,0,0,1
3381,90,-4,2021,1,6,2,0,0,0,0,0,0,1
2722,91,-4,2021,1,6,3,0,0,0,0,0,0,1
3149,91,-4,2021,1,6,4,0,0,0,0,0,0,1
5746,91,-4,2021,1,6,5,0,0,0,0,0,0,1
10643,91,-4,2021,1,6,6,0,0,0,0,0,0,1
16850,85,-2,2021,1,6,7,0,0,0,0,0,0,1
22190,74,-2,2021,1,6,8,0,0,0,0,0,0,1
19207,66,-2,2021,1,6,9,0,0,0,0,0,0,1
16964,60,-2,2021,1,6,10,0,0,0,0,0,0,1
16132,55,-2,2021,1,6,11,0,0,0,0,0,0,1
17025,52,-2,2021,1,6,12,0,0,0,0,0,0,1
18390,50,-1,2021,1,6,13,0,0,0,0,0,0,1
20235,49,-1,2021,1,6,14,0,0,0,0,0,0,1
21327,49,-1,2021,1,6,15,0,0,0,0,0,0,1
22280,53,-1,2021,1,6,16,0,0,0,0,0,0,1
24959,57,-2,2021,1,6,17,0,0,0,0,0,0,1
23813,59,-3,2021,1,6,18,0,0,0,0,0,0,1
20543,60,-4,2021,1,6,19,0,0,0,0,0,0,1
16587,62,-4,2021,1,6,20,0,0,0,0,0,0,1
14899,65,-4,2021,1,6,21,0,0,0,0,0,0,1
14415,66,-4,2021,1,6,22,0,0,0,0,0,0,1
11918,69,-4,2021,1,6,23,0,0,0,0,0,0,1
8128,70,-4,2021,1,7,0,0,0,0,0,1,0,0
5146,68,-4,2021,1,7,1,0,0,0,0,1,0,0
3553,68,-5,2021,1,7,2,0,0,0,0,1,0,0
2745,69,-5,2021,1,7,3,0,0,0,0,1,0,0
3237,69,-6,2021,1,7,4,0,0,0,0,1,0,0
5930,69,-6,2021,1,7,5,0,0,0,0,1,0,0
11095,69,-6,2021,1,7,6,0,0,0,0,1,0,0
17513,69,-6,2021,1,7,7,0,0,0,0,1,0,0
22895,67,-6,2021,1,7,8,0,0,0,0,1,0,0
19856,58,-5,2021,1,7,9,0,0,0,0,1,0,0
17293,52,-4,2021,1,7,10,0,0,0,0,1,0,0
16517,47,-2,2021,1,7,11,0,0,0,0,1,0,0
17251,44,-1,2021,1,7,12,0,0,0,0,1,0,0
18582,42,0,2021,1,7,13,0,0,0,0,1,0,0
20342,40,0,2021,1,7,14,0,0,0,0,1,0,0
21505,41,0,2021,1,7,15,0,0,0,0,1,0,0
21705,49,0,2021,1,7,16,0,0,0,0,1,0,0
24940,58,-1,2021,1,7,17,0,0,0,0,1,0,0
24135,60,-3,2021,1,7,18,0,0,0,0,1,0,0
21307,62,-5,2021,1,7,19,0,0,0,0,1,0,0
17640,66,-5,2021,1,7,20,0,0,0,0,1,0,0
15751,68,-5,2021,1,7,21,0,0,0,0,1,0,0
15136,69,-6,2021,1,7,22,0,0,0,0,1,0,0
12613,70,-6,2021,1,7,23,0,0,0,0,1,0,0
8741,72,-6,2021,1,8,0,1,0,0,0,0,0,0
5511,75,-6,2021,1,8,1,1,0,0,0,0,0,0
3702,76,-7,2021,1,8,2,1,0,0,0,0,0,0
2940,77,-7,2021,1,8,3,1,0,0,0,0,0,0
3414,79,-8,2021,1,8,4,1,0,0,0,0,0,0
6062,80,-7,2021,1,8,5,1,0,0,0,0,0,0
11434,80,-8,2021,1,8,6,1,0,0,0,0,0,0
17581,74,-8,2021,1,8,7,1,0,0,0,0,0,0
23262,71,-7,2021,1,8,8,1,0,0,0,0,0,0
20347,65,-6,2021,1,8,9,1,0,0,0,0,0,0
18137,59,-5,2021,1,8,10,1,0,0,0,0,0,0
17757,55,-3,2021,1,8,11,1,0,0,0,0,0,0
18522,53,-1,2021,1,8,12,1,0,0,0,0,0,0
20291,51,0,2021,1,8,13,1,0,0,0,0,0,0
22546,49,0,2021,1,8,14,1,0,0,0,0,0,0
23851,48,1,2021,1,8,15,1,0,0,0,0,0,0
24787,58,1,2021,1,8,16,1,0,0,0,0,0,0
27654,67,-1,2021,1,8,17,1,0,0,0,0,0,0
28337,64,-3,2021,1,8,18,1,0,0,0,0,0,0
27908,59,-4,2021,1,8,19,1,0,0,0,0,0,0
22604,56,-5,2021,1,8,20,1,0,0,0,0,0,0
19926,54,-6,2021,1,8,21,1,0,0,0,0,0,0
20756,54,-7,2021,1,8,22,1,0,0,0,0,0,0
18177,55,-8,2021,1,8,23,1,0,0,0,0,0,0
15297,56,-8,2021,1,9,0,0,0,1,0,0,0,0
11342,57,-9,2021,1,9,1,0,0,1,0,0,0,0
8063,59,-9,2021,1,9,2,0,0,1,0,0,0,0
5736,59,-9,2021,1,9,3,0,0,1,0,0,0,0
4827,59,-10,2021,1,9,4,0,0,1,0,0,0,0
5421,59,-10,2021,1,9,5,0,0,1,0,0,0,0
8091,60,-10,2021,1,9,6,0,0,1,0,0,0,0
10346,57,-9,2021,1,9,7,0,0,1,0,0,0,0
12708,55,-9,2021,1,9,8,0,0,1,0,0,0,0
15011,50,-8,2021,1,9,9,0,0,1,0,0,0,0
17243,45,-7,2021,1,9,10,0,0,1,0,0,0,0
19569,43,-7,2021,1,9,11,0,0,1,0,0,0,0
21882,45,-6,2021,1,9,12,0,0,1,0,0,0,0
23405,47,-5,2021,1,9,13,0,0,1,0,0,0,0
24412,47,-4,2021,1,9,14,0,0,1,0,0,0,0
25223,46,-4,2021,1,9,15,0,0,1,0,0,0,0
25792,48,-3,2021,1,9,16,0,0,1,0,0,0,0
27029,47,-2,2021,1,9,17,0,0,1,0,0,0,0
28045,48,-2,2021,1,9,18,0,0,1,0,0,0,0
27113,43,-2,2021,1,9,19,0,0,1,0,0,0,0
23727,46,-3,2021,1,9,20,0,0,1,0,0,0,0
21298,48,-4,2021,1,9,21,0,0,1,0,0,0,0
22688,56,-5,2021,1,9,22,0,0,1,0,0,0,0
20836,60,-5,2021,1,9,23,0,0,1,0,0,0,0
18100,63,-6,2021,1,10,0,0,0,0,1,0,0,0
13758,65,-6,2021,1,10,1,0,0,0,1,0,0,0
10217,67,-6,2021,1,10,2,0,0,0,1,0,0,0
7190,68,-7,2021,1,10,3,0,0,0,1,0,0,0
5546,70,-7,2021,1,10,4,0,0,0,1,0,0,0
5316,73,-7,2021,1,10,5,0,0,0,1,0,0,0
7132,75,-7,2021,1,10,6,0,0,0,1,0,0,0
8823,75,-7,2021,1,10,7,0,0,0,1,0,0,0
9249,74,-6,2021,1,10,8,0,0,0,1,0,0,0
11402,66,-5,2021,1,10,9,0,0,0,1,0,0,0
14590,58,-4,2021,1,10,10,0,0,0,1,0,0,0
16673,53,-3,2021,1,10,11,0,0,0,1,0,0,0
18026,49,-1,2021,1,10,12,0,0,0,1,0,0,0
19151,45,0,2021,1,10,13,0,0,0,1,0,0,0
20516,43,0,2021,1,10,14,0,0,0,1,0,0,0
21028,44,0,2021,1,10,15,0,0,0,1,0,0,0
20814,63,0,2021,1,10,16,0,0,0,1,0,0,0
21772,53,0,2021,1,10,17,0,0,0,1,0,0,0
20575,59,-1,2021,1,10,18,0,0,0,1,0,0,0
19265,80,-5,2021,1,10,19,0,0,0,1,0,0,0
17304,84,-6,2021,1,10,20,0,0,0,1,0,0,0
16076,84,-6,2021,1,10,21,0,0,0,1,0,0,0
15261,81,-6,2021,1,10,22,0,0,0,1,0,0,0
12749,79,-7,2021,1,10,23,0,0,0,1,0,0,0
8637,80,-7,2021,1,11,0,0,1,0,0,0,0,0
5069,79,-7,2021,1,11,1,0,1,0,0,0,0,0
3456,82,-7,2021,1,11,2,0,1,0,0,0,0,0
2843,82,-7,2021,1,11,3,0,1,0,0,0,0,0
3303,83,-8,2021,1,11,4,0,1,0,0,0,0,0
6197,84,-8,2021,1,11,5,0,1,0,0,0,0,0
11401,83,-8,2021,1,11,6,0,1,0,0,0,0,0
17974,80,-7,2021,1,11,7,0,1,0,0,0,0,0
23972,79,-7,2021,1,11,8,0,1,0,0,0,0,0
20235,72,-5,2021,1,11,9,0,1,0,0,0,0,0
17411,66,-4,2021,1,11,10,0,1,0,0,0,0,0
16021,62,-3,2021,1,11,11,0,1,0,0,0,0,0
16360,61,-2,2021,1,11,12,0,1,0,0,0,0,0
17509,59,-2,2021,1,11,13,0,1,0,0,0,0,0
19653,58,-1,2021,1,11,14,0,1,0,0,0,0,0
20164,60,-1,2021,1,11,15,0,1,0,0,0,0,0
20305,69,-1,2021,1,11,16,0,1,0,0,0,0,0
22182,82,-4,2021,1,11,17,0,1,0,0,0,0,0
20856,84,-4,2021,1,11,18,0,1,0,0,0,0,0
18312,84,-4,2021,1,11,19,0,1,0,0,0,0,0
14504,83,-5,2021,1,11,20,0,1,0,0,0,0,0
12468,83,-5,2021,1,11,21,0,1,0,0,0,0,0
12825,87,-6,2021,1,11,22,0,1,0,0,0,0,0
10809,87,-6,2021,1,11,23,0,1,0,0,0,0,0
7307,85,-5,2021,1,12,0,0,0,0,0,0,1,0
4285,85,-6,2021,1,12,1,0,0,0,0,0,1,0
3071,86,-6,2021,1,12,2,0,0,0,0,0,1,0
2659,88,-6,2021,1,12,3,0,0,0,0,0,1,0
3019,89,-6,2021,1,12,4,0,0,0,0,0,1,0
5837,87,-6,2021,1,12,5,0,0,0,0,0,1,0
11650,86,-6,2021,1,12,6,0,0,0,0,0,1,0
18349,83,-5,2021,1,12,7,0,0,0,0,0,1,0
23761,82,-5,2021,1,12,8,0,0,0,0,0,1,0
20746,68,-3,2021,1,12,9,0,0,0,0,0,1,0
17818,56,-1,2021,1,12,10,0,0,0,0,0,1,0
16491,51,0,2021,1,12,11,0,0,0,0,0,1,0
17384,48,1,2021,1,12,12,0,0,0,0,0,1,0
18456,48,2,2021,1,12,13,0,0,0,0,0,1,0
20723,45,2,2021,1,12,14,0,0,0,0,0,1,0
21437,46,2,2021,1,12,15,0,0,0,0,0,1,0
21591,66,0,2021,1,12,16,0,0,0,0,0,1,0
23893,81,-3,2021,1,12,17,0,0,0,0,0,1,0
23455,84,-5,2021,1,12,18,0,0,0,0,0,1,0
20721,84,-3,2021,1,12,19,0,0,0,0,0,1,0
16797,79,-4,2021,1,12,20,0,0,0,0,0,1,0
14462,81,-4,2021,1,12,21,0,0,0,0,0,1,0
14128,80,-4,2021,1,12,22,0,0,0,0,0,1,0
11433,87,-6,2021,1,12,23,0,0,0,0,0,1,0
8032,87,-6,2021,1,13,0,0,0,0,0,0,0,1
5036,86,-6,2021,1,13,1,0,0,0,0,0,0,1
3437,87,-6,2021,1,13,2,0,0,0,0,0,0,1
2735,88,-7,2021,1,13,3,0,0,0,0,0,0,1
3297,88,-7,2021,1,13,4,0,0,0,0,0,0,1
6043,88,-7,2021,1,13,5,0,0,0,0,0,0,1
11336,87,-6,2021,1,13,6,0,0,0,0,0,0,1
17852,81,-4,2021,1,13,7,0,0,0,0,0,0,1
23647,76,-3,2021,1,13,8,0,0,0,0,0,0,1
20560,74,-2,2021,1,13,9,0,0,0,0,0,0,1
17772,67,-1,2021,1,13,10,0,0,0,0,0,0,1
16847,60,0,2021,1,13,11,0,0,0,0,0,0,1
17894,58,0,2021,1,13,12,0,0,0,0,0,0,1
19146,55,0,2021,1,13,13,0,0,0,0,0,0,1
21095,52,1,2021,1,13,14,0,0,0,0,0,0,1
21762,51,1,2021,1,13,15,0,0,0,0,0,0,1
22188,58,1,2021,1,13,16,0,0,0,0,0,0,1
24780,75,-1,2021,1,13,17,0,0,0,0,0,0,1
24018,79,-2,2021,1,13,18,0,0,0,0,0,0,1
21501,80,-2,2021,1,13,19,0,0,0,0,0,0,1
16969,79,-2,2021,1,13,20,0,0,0,0,0,0,1
15253,87,-3,2021,1,13,21,0,0,0,0,0,0,1
15034,90,-4,2021,1,13,22,0,0,0,0,0,0,1
11961,90,-3,2021,1,13,23,0,0,0,0,0,0,1
8243,90,-4,2021,1,14,0,0,0,0,0,1,0,0
5102,90,-3,2021,1,14,1,0,0,0,0,1,0,0
3542,82,-2,2021,1,14,2,0,0,0,0,1,0,0
2905,82,-2,2021,1,14,3,0,0,0,0,1,0,0
3371,85,-2,2021,1,14,4,0,0,0,0,1,0,0
6326,94,-4,2021,1,14,5,0,0,0,0,1,0,0
11759,92,-2,2021,1,14,6,0,0,0,0,1,0,0
18514,89,-2,2021,1,14,7,0,0,0,0,1,0,0
23738,86,-2,2021,1,14,8,0,0,0,0,1,0,0
20361,78,-1,2021,1,14,9,0,0,0,0,1,0,0
17971,70,2,2021,1,14,10,0,0,0,0,1,0,0
17201,65,4,2021,1,14,11,0,0,0,0,1,0,0
17482,62,5,2021,1,14,12,0,0,0,0,1,0,0
19094,60,6,2021,1,14,13,0,0,0,0,1,0,0
21187,60,6,2021,1,14,14,0,0,0,0,1,0,0
21894,60,6,2021,1,14,15,0,0,0,0,1,0,0
22393,73,5,2021,1,14,16,0,0,0,0,1,0,0
25046,82,0,2021,1,14,17,0,0,0,0,1,0,0
24941,87,0,2021,1,14,18,0,0,0,0,1,0,0
22616,84,0,2021,1,14,19,0,0,0,0,1,0,0
18025,86,-1,2021,1,14,20,0,0,0,0,1,0,0
16195,88,-1,2021,1,14,21,0,0,0,0,1,0,0
16377,90,-2,2021,1,14,22,0,0,0,0,1,0,0
12978,92,-3,2021,1,14,23,0,0,0,0,1,0,0
9289,92,-3,2021,1,15,0,1,0,0,0,0,0,0
5774,92,-3,2021,1,15,1,1,0,0,0,0,0,0
3977,92,-4,2021,1,15,2,1,0,0,0,0,0,0
3244,92,-4,2021,1,15,3,1,0,0,0,0,0,0
3641,92,-4,2021,1,15,4,1,0,0,0,0,0,0
6471,92,-4,2021,1,15,5,1,0,0,0,0,0,0
11985,93,-4,2021,1,15,6,1,0,0,0,0,0,0
18455,95,-3,2021,1,15,7,1,0,0,0,0,0,0
23547,96,-3,2021,1,15,8,1,0,0,0,0,0,0
21053,92,-1,2021,1,15,9,1,0,0,0,0,0,0
19022,90,0,2021,1,15,10,1,0,0,0,0,0,0
18640,86,1,2021,1,15,11,1,0,0,0,0,0,0
19780,83,2,2021,1,15,12,1,0,0,0,0,0,0
21660,80,2,2021,1,15,13,1,0,0,0,0,0,0
23825,79,2,2021,1,15,14,1,0,0,0,0,0,0
24961,79,2,2021,1,15,15,1,0,0,0,0,0,0
26035,84,2,2021,1,15,16,1,0,0,0,0,0,0
27556,86,1,2021,1,15,17,1,0,0,0,0,0,0
28712,88,1,2021,1,15,18,1,0,0,0,0,0,0
29475,89,1,2021,1,15,19,1,0,0,0,0,0,0
25829,86,1,2021,1,15,20,1,0,0,0,0,0,0
23913,86,1,2021,1,15,21,1,0,0,0,0,0,0
25336,92,1,2021,1,15,22,1,0,0,0,0,0,0
20879,93,1,2021,1,15,23,1,0,0,0,0,0,0
16061,94,0,2021,1,16,0,0,0,1,0,0,0,0
11992,94,0,2021,1,16,1,0,0,1,0,0,0,0
9282,95,2,2021,1,16,2,0,0,1,0,0,0,0
6616,97,1,2021,1,16,3,0,0,1,0,0,0,0
5442,97,1,2021,1,16,4,0,0,1,0,0,0,0
5993,98,3,2021,1,16,5,0,0,1,0,0,0,0
8402,97,2,2021,1,16,6,0,0,1,0,0,0,0
10885,98,1,2021,1,16,7,0,0,1,0,0,0,0
12754,96,2,2021,1,16,8,0,0,1,0,0,0,0
14683,95,2,2021,1,16,9,0,0,1,0,0,0,0
16576,93,3,2021,1,16,10,0,0,1,0,0,0,0
18803,89,3,2021,1,16,11,0,0,1,0,0,0,0
20711,86,4,2021,1,16,12,0,0,1,0,0,0,0
22267,88,4,2021,1,16,13,0,0,1,0,0,0,0
23717,77,4,2021,1,16,14,0,0,1,0,0,0,0
24619,67,3,2021,1,16,15,0,0,1,0,0,0,0
25552,68,0,2021,1,16,16,0,0,1,0,0,0,0
27091,66,0,2021,1,16,17,0,0,1,0,0,0,0
28230,66,0,2021,1,16,18,0,0,1,0,0,0,0
27688,65,0,2021,1,16,19,0,0,1,0,0,0,0
23712,62,-1,2021,1,16,20,0,0,1,0,0,0,0
21693,62,-2,2021,1,16,21,0,0,1,0,0,0,0
23660,68,-3,2021,1,16,22,0,0,1,0,0,0,0
21637,64,-4,2021,1,16,23,0,0,1,0,0,0,0
18577,61,-4,2021,1,17,0,0,0,0,1,0,0,0
14456,64,-4,2021,1,17,1,0,0,0,1,0,0,0
10515,69,-5,2021,1,17,2,0,0,0,1,0,0,0
7591,74,-5,2021,1,17,3,0,0,0,1,0,0,0
5585,74,-5,2021,1,17,4,0,0,0,1,0,0,0
5257,73,-5,2021,1,17,5,0,0,0,1,0,0,0
7006,70,-5,2021,1,17,6,0,0,0,1,0,0,0
8876,70,-4,2021,1,17,7,0,0,0,1,0,0,0
9503,64,-4,2021,1,17,8,0,0,0,1,0,0,0
11531,57,-3,2021,1,17,9,0,0,0,1,0,0,0
14742,55,-3,2021,1,17,10,0,0,0,1,0,0,0
17362,52,-2,2021,1,17,11,0,0,0,1,0,0,0
19116,49,-1,2021,1,17,12,0,0,0,1,0,0,0
20867,45,0,2021,1,17,13,0,0,0,1,0,0,0
22336,43,0,2021,1,17,14,0,0,0,1,0,0,0
22534,46,0,2021,1,17,15,0,0,0,1,0,0,0
21843,49,1,2021,1,17,16,0,0,0,1,0,0,0
22329,53,0,2021,1,17,17,0,0,0,1,0,0,0
22912,56,0,2021,1,17,18,0,0,0,1,0,0,0
20117,61,0,2021,1,17,19,0,0,0,1,0,0,0
18106,60,0,2021,1,17,20,0,0,0,1,0,0,0
17169,60,-1,2021,1,17,21,0,0,0,1,0,0,0
18125,62,0,2021,1,17,22,0,0,0,1,0,0,0
14734,65,-1,2021,1,17,23,0,0,0,1,0,0,0
10999,69,-1,2021,1,18,0,0,1,0,0,0,0,0
7284,72,-1,2021,1,18,1,0,1,0,0,0,0,0
4889,77,-2,2021,1,18,2,0,1,0,0,0,0,0
3698,79,-3,2021,1,18,3,0,1,0,0,0,0,0
3621,80,-3,2021,1,18,4,0,1,0,0,0,0,0
5291,81,-4,2021,1,18,5,0,1,0,0,0,0,0
8324,84,-4,2021,1,18,6,0,1,0,0,0,0,0
10628,85,-3,2021,1,18,7,0,1,0,0,0,0,0
13652,82,-3,2021,1,18,8,0,1,0,0,0,0,0
14467,75,-2,2021,1,18,9,0,1,0,0,0,0,0
15083,68,-1,2021,1,18,10,0,1,0,0,0,0,0
15986,58,0,2021,1,18,11,0,1,0,0,0,0,0
17626,51,0,2021,1,18,12,0,1,0,0,0,0,0
19081,53,0,2021,1,18,13,0,1,0,0,0,0,0
20048,50,1,2021,1,18,14,0,1,0,0,0,0,0
20339,48,0,2021,1,18,15,0,1,0,0,0,0,0
20046,53,0,2021,1,18,16,0,1,0,0,0,0,0
21283,60,0,2021,1,18,17,0,1,0,0,0,0,0
20457,67,-1,2021,1,18,18,0,1,0,0,0,0,0
18660,79,-2,2021,1,18,19,0,1,0,0,0,0,0
15751,71,-3,2021,1,18,20,0,1,0,0,0,0,0
14084,70,-3,2021,1,18,21,0,1,0,0,0,0,0
14108,71,-4,2021,1,18,22,0,1,0,0,0,0,0
11191,70,-4,2021,1,18,23,0,1,0,0,0,0,0
7080,71,-5,2021,1,19,0,0,0,0,0,0,1,0
4478,72,-5,2021,1,19,1,0,0,0,0,0,1,0
2926,73,-5,2021,1,19,2,0,0,0,0,0,1,0
2466,76,-5,2021,1,19,3,0,0,0,0,0,1,0
3025,79,-6,2021,1,19,4,0,0,0,0,0,1,0
5775,81,-6,2021,1,19,5,0,0,0,0,0,1,0
11515,84,-6,2021,1,19,6,0,0,0,0,0,1,0
18109,72,-4,2021,1,19,7,0,0,0,0,0,1,0
23036,72,-4,2021,1,19,8,0,0,0,0,0,1,0
19736,66,-3,2021,1,19,9,0,0,0,0,0,1,0
17129,57,-2,2021,1,19,10,0,0,0,0,0,1,0
15941,48,-2,2021,1,19,11,0,0,0,0,0,1,0
16350,46,-2,2021,1,19,12,0,0,0,0,0,1,0
18037,47,-2,2021,1,19,13,0,0,0,0,0,1,0
19956,40,-2,2021,1,19,14,0,0,0,0,0,1,0
20414,50,-2,2021,1,19,15,0,0,0,0,0,1,0
20177,55,-1,2021,1,19,16,0,0,0,0,0,1,0
22631,58,-2,2021,1,19,17,0,0,0,0,0,1,0
22163,62,-3,2021,1,19,18,0,0,0,0,0,1,0
19191,72,-3,2021,1,19,19,0,0,0,0,0,1,0
15478,73,-3,2021,1,19,20,0,0,0,0,0,1,0
